"site","site_name","address","latitude","longitude","epa_region","state_name","county_name","cbsa_name","csa_name","naa_name","dv_year","dv","valid","percent_3yr","percent_yr1","percent_yr2","percent_yr3","max4_yr1","max4_yr2","max4_yr3","exc_count_yr1","exc_count_yr2","exc_count_yr3"
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2012,71,"Y",97,92,99,99,74,73,67,6,9,2
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2013,67,"Y",97,99,99,93,73,67,62,9,2,0
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2014,66,"Y",96,99,93,96,67,62,70,2,0,2
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2015,65,"Y",93,93,96,91,62,70,63,0,2,1
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2016,65,"Y",94,96,91,95,70,63,62,2,1,0
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2017,63,"Y",92,91,95,90,63,62,64,1,0,1
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2018,63,"Y",92,95,90,91,62,64,64,0,1,0
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2019,63,"Y",93,90,91,97,64,64,63,1,0,0
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2020,61,"Y",94,91,97,93,64,63,57,0,0,0
"010030010","Fairhope, Alabama","Fairhope High School, 1 Pirate Drive, Fairhope,  Alabama",30.497478,-87.880258,4,"Alabama","Baldwin","Daphne-Fairhope-Foley, AL","Mobile-Daphne-Fairhope, AL"," ",2021,58,"Y",96,97,93,98,63,57,56,0,0,0
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2012,68,"Y",96,91,98,98,68,64,72,1,1,6
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2013,65,"Y",99,98,98,100,64,72,59,1,6,0
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2014,63,"Y",99,98,100,100,72,59,59,6,0,0
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2015,58,"Y",99,100,100,97,59,59,57,0,0,0
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2016,59,"Y",98,100,97,97,59,57,61,0,0,1
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2017,58,"Y",97,97,97,98,57,61,56,0,1,0
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2018,59,"Y",96,97,98,93,61,56,60,1,0,0
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2019,57,"Y",97,98,93,100,56,60,56,0,0,0
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2020,,"N",64,93,100,,60,56,,0,0,
"010331002","Muscle Shoals","Wilson Dam Rd And 2nd St.",34.762619,-87.638097,4,"Alabama","Colbert","Florence-Muscle Shoals, AL"," "," ",2021,,"N",33,100,,,56,,,0,,
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2012,,"N",61,0,86,98,,65,73,0,1,5
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2013,66,"Y",94,86,98,97,65,73,62,1,5,0
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2014,65,"Y",98,98,97,99,73,62,62,5,0,0
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2015,63,"Y",98,97,99,98,62,62,65,0,0,1
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2016,63,"Y",96,99,98,92,62,65,64,0,1,0
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2017,62,"Y",95,98,92,96,65,64,58,1,0,0
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2018,62,"Y",93,92,96,92,64,58,64,0,0,0
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2019,61,"Y",95,96,92,97,58,64,62,0,0,0
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2020,61,"Y",96,92,97,100,64,62,57,0,0,0
"010499991","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, Al 35962",34.289001,-85.970065,4,"Alabama","DeKalb"," "," "," ",2021,59,"Y",98,97,100,98,62,57,58,0,0,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2012,68,"Y",98,98,98,98,73,68,65,5,2,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2013,64,"Y",98,98,98,98,68,65,61,2,0,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2014,62,"Y",98,98,98,99,65,61,60,0,0,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2015,60,"Y",97,98,99,93,61,60,61,0,0,1
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2016,59,"N",80,99,93,47,60,61,57,0,1,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2017,57,"N",77,93,47,91,61,57,55,1,0,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2018,57,"N",76,47,91,90,57,55,60,0,0,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2019,58,"Y",91,91,90,92,55,60,59,0,0,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2020,55,"N",87,90,92,78,60,59,48,0,0,0
"010510004","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092",32.53568,-86.255193,4,"Alabama","Elmore","Montgomery, AL"," "," ",2021,53,"N",89,92,78,98,59,48,54,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2012,62,"Y",96,99,96,93,65,62,61,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2013,61,"Y",95,96,93,96,62,61,60,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2014,60,"Y",96,93,96,99,61,60,59,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2015,59,"Y",97,96,99,96,60,59,60,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2016,61,"Y",98,99,96,98,59,60,64,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2017,61,"Y",97,96,98,98,60,64,61,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2018,63,"Y",98,98,98,99,64,61,64,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2019,62,"Y",99,98,99,99,61,64,63,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2020,60,"Y",98,99,99,96,64,63,53,0,0,0
"010550011","Southside","1450 Parker Anderson Lane, Southside, Al 35907",33.904039,-86.053867,4,"Alabama","Etowah","Gadsden, AL"," "," ",2021,58,"Y",98,99,96,99,63,53,58,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2012,65,"Y",98,97,97,99,67,65,63,2,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2013,63,"Y",98,97,99,99,65,63,61,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2014,61,"Y",99,99,99,99,63,61,59,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2015,60,"Y",99,99,99,98,61,59,61,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2016,59,"Y",98,99,98,97,59,61,59,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2017,58,"Y",98,98,97,98,61,59,55,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2018,58,"Y",97,97,98,95,59,55,61,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2019,57,"Y",97,98,95,99,55,61,57,0,0,0
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2020,,"N",65,95,99,,61,57,,0,0,
"010690004","Dothan","161 Buford Lane",31.188933,-85.423094,4,"Alabama","Houston","Dothan, AL","Dothan-Enterprise-Ozark, AL"," ",2021,,"N",33,99,,,57,,,0,,
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2012,75,"Y",100,100,99,100,70,77,79,3,9,6
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2013,71,"Y",99,99,100,99,77,79,58,9,6,0
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2014,67,"Y",98,100,99,96,79,58,65,6,0,0
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2015,64,"Y",98,99,96,100,58,65,71,0,0,4
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2016,68,"Y",97,96,100,94,65,71,69,0,4,3
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2017,66,"Y",93,100,94,84,71,69,60,4,3,1
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2018,65,"Y",91,94,84,95,69,60,67,3,1,2
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2019,66,"N",88,84,95,86,60,67,71,1,2,4
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2020,66,"Y",93,95,86,97,67,71,62,2,4,0
"010730023","North Birmingham","No. B'Ham,Sou R.R., 3009 28th St. No.",33.553056,-86.815,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2021,65,"N",85,86,97,73,71,62,63,4,0,1
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2012,75,"Y",97,100,93,98,73,75,77,6,6,7
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2013,71,"Y",97,93,98,100,75,77,63,6,7,0
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2014,68,"Y",98,98,100,96,77,63,65,7,0,2
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2015,65,"Y",98,100,96,98,63,65,68,0,2,2
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2016,66,"Y",98,96,98,99,65,68,66,2,2,2
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2017,66,"Y",99,98,99,99,68,66,64,2,2,1
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2018,65,"Y",99,99,99,98,66,64,65,2,1,1
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2019,67,"Y",98,99,98,98,64,65,74,1,1,7
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2020,67,"Y",99,98,98,100,65,74,62,1,7,0
"010731003","Fairfield","Fairfield, Pfd, 5229 Court B",33.485556,-86.915,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2021,66,"Y",95,98,100,87,74,62,62,7,0,0
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2012,77,"Y",99,99,98,99,74,81,78,8,8,8
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2013,74,"Y",99,98,99,100,81,78,63,8,8,0
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2014,68,"Y",92,99,100,78,78,63,65,8,0,2
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2015,64,"N",88,100,78,86,63,65,65,0,2,0
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2016,66,"N",87,78,86,96,65,65,69,2,0,2
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2017,65,"Y",94,86,96,100,65,69,62,0,2,0
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2018,65,"Y",99,96,100,100,69,62,66,2,0,1
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2019,66,"Y",99,100,100,96,62,66,72,0,1,5
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2020,66,"Y",98,100,96,98,66,72,61,1,5,0
"010731005","Mcadory"," Route 8 Mcadory",33.331111,-87.003611,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2021,65,"Y",92,96,98,82,72,61,63,5,0,0
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2012,74,"Y",99,100,98,100,75,76,73,9,4,9
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2013,,"N",66,98,100,,76,73,,4,9,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2014,,"N",33,100,,,73,,,9,,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2015,,"N",,,,,,,,,,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2016,,"N",,,,,,,,,,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2017,,"N",,,,,,,,,,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2018,,"N",,,,,,,,,,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2019,,"N",,,,,,,,,,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2020,,"N",,,,,,,,,,
"010731009"," ","1801 Bruce Shaw Road",33.459722,-87.305556,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2021,,"N",,,,,,,,,,
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2012,76,"Y",98,97,98,100,72,77,80,5,9,5
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2013,74,"Y",99,98,100,98,77,80,66,9,5,0
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2014,69,"Y",99,100,98,100,80,66,63,5,0,1
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2015,63,"Y",94,98,100,85,66,63,62,0,1,0
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2016,64,"Y",93,100,85,93,63,62,67,1,0,1
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2017,63,"Y",93,85,93,100,62,67,62,0,1,0
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2018,66,"Y",97,93,100,99,67,62,69,1,0,1
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2019,64,"Y",99,100,99,97,62,69,63,0,1,1
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2020,63,"Y",92,99,97,80,69,63,59,1,1,0
"010731010","Leeds"," 201 Ashville Road",33.545278,-86.549167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2021,62,"N",85,97,80,79,63,59,64,1,0,0
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2012,77,"Y",99,100,99,99,77,80,74,11,19,6
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2013,73,"Y",97,99,99,93,80,74,65,19,6,0
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2014,67,"Y",97,99,93,99,74,65,62,6,0,1
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2015,65,"Y",97,93,99,100,65,62,68,0,1,2
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2016,66,"Y",99,99,100,98,62,68,70,1,2,2
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2017,66,"Y",99,100,98,98,68,70,61,2,2,1
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2018,,"N",65,98,98,,70,61,,2,1,
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2019,,"N",33,98,,,61,,,1,,
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2020,,"N",,,,,,,,,,
"010732006","Hoover","3425 Tamassee Lane, Hoover, Al 35226",33.386389,-86.816667,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2021,,"N",,,,,,,,,,
"010735002"," ","Pinson, High Sch., Box 360 Hwy 75 North",33.704722,-86.669167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2012,74,"Y",99,100,98,100,75,74,75,7,10,5
"010735002"," ","Pinson, High Sch., Box 360 Hwy 75 North",33.704722,-86.669167,4,"Alabama","Jefferson","Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL"," ",2013,,"N",66,98,100,,74,75,,10,5,
